Disease,Symptom 1,Symptom 2,Symptom 3,Symptom 4,Symptom 5,Symptom 6,Symptom 7,Symptom 8,Symptom 9,Symptom 10,Symptom 11,Symptom 12,Symptom 13,Symptom 14,Symptom 15,Symptom 16,Symptom 17
Heart attack, vomiting, breathlessness, sweating, chest pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Varicose veins, fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, prominent veins on calf,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations,no symptom,no symptom,no symptom,no symptom,no symptom
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain, swelling joints, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements, loss of balance, unsteadiness,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Acne, skin rash, pus filled pimples, blackheads, scurring,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, inflammatory nails,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Impetigo, skin rash, high fever, blister, red sore around nose, yellow crust ooze,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Allergy, continuous sneezing, shivering, chills, watering from eyes,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
GERD, stomach pain, acidity, ulcers on tongue, vomiting, cough, chest pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chronic cholestasis,itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Drug Reaction,itching, skin rash, stomach pain, burning micturition, spotting  urination,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, internal itching,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
AIDS, muscle wasting, patches in throat, high fever, extra marital contacts,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Diabetes , fatigue, weight loss, restlessness, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, polyuria,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Bronchial Asthma, fatigue, cough, high fever, breathlessness, family history, mucoid sputum,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypertension , headache, chest pain, dizziness, loss of balance, lack of concentration,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Migraine, acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, visual disturbances,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness, loss of balance,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Jaundice,itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, abdominal pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Malaria, chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chicken pox,itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, red spots over body,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Dengue, skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, red spots over body,no symptom,no symptom,no symptom
Typhoid, chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
hepatitis A, joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hepatitis B,itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, receiving unsterile injections,no symptom,no symptom,no symptom,no symptom,no symptom
Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes, family history,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hepatitis D, joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hepatitis E, joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding,no symptom,no symptom,no symptom,no symptom
Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, fluid overload,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Tuberculosis, chills, vomiting, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum,no symptom
Common Cold, continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain
Pneumonia, chills, fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool, irritation in anus,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Heart attack, vomiting, breathlessness, sweating, chest pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Varicose veins, fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, prominent veins on calf,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom
Hyperthyroidism, fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, palpitations,no symptom,no symptom,no symptom,no symptom,no symptom
Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain, swelling joints, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness, painful walking,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements, loss of balance, unsteadiness,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Acne, skin rash, pus filled pimples, blackheads, scurring,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Psoriasis, skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, inflammatory nails,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Impetigo, skin rash, high fever, blister, red sore around nose, yellow crust ooze,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Allergy, continuous sneezing, shivering, chills, watering from eyes,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
GERD, stomach pain, acidity, ulcers on tongue, vomiting, cough, chest pain,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Chronic cholestasis,itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Drug Reaction,itching, skin rash, stomach pain, burning micturition, spotting  urination,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, internal itching,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom,no symptom
